"Birdlife_Name","Birdlife_common.name","Jetz_Name","Jetz_order","Jetz_family","Body_mass","Beak"
"Turnix worcesteri","Luzon Buttonquail","Turnix_worcesteri","Charadriiformes","Turnicidae",56.39,10.6691463686991
"Turtur abyssinicus","Black-billed Wood-dove","Turtur_abyssinicus","Columbiformes","Columbidae",62.7,15.6608775097877
"Turtur afer","Blue-spotted Wood-dove","Turtur_afer","Columbiformes","Columbidae",65.6,18.0752228884349
"Turtur brehmeri","Blue-headed Wood-dove","Turtur_brehmeri","Columbiformes","Columbidae",116,18.9549573337659
"Turtur chalcospilos","Emerald-spotted Wood-dove","Turtur_chalcospilos","Columbiformes","Columbidae",60.6,16.6163076970247
"Turtur tympanistria","Tambourine Dove","Turtur_tympanistria","Columbiformes","Columbidae",70.58,17.6588775335532
"Tychaedon barbata","Miombo Scrub-robin","Erythropygia_barbata","Passeriformes","Muscicapidae",23.31,16.4274076510686
"Tychaedon coryphoeus","Karoo Scrub-robin","Erythropygia_coryphaeus","Passeriformes","Muscicapidae",20.4,15.044796963077
"Tychaedon leucosticta","Forest Scrub-robin","Erythropygia_leucosticta","Passeriformes","Muscicapidae",25.42,15.7335342200473
"Tychaedon quadrivirgata","Bearded Scrub-robin","Erythropygia_quadrivirgata","Passeriformes","Muscicapidae",26.1,17.8251505862791
"Tychaedon signata","Brown Scrub-robin","Erythropygia_signata","Passeriformes","Muscicapidae",38.2,22.4581283826381
"Tylas eduardi","Tylas Vanga","Tylas_eduardi","Passeriformes","Vangidae",46.8,23.0347399212681
"Tympanuchus cupido","Greater Prairie-chicken","Tympanuchus_cupido","Galliformes","Phasianidae",870.08,23.1183191884048
"Tympanuchus pallidicinctus","Lesser Prairie-chicken","Tympanuchus_pallidicinctus","Galliformes","Phasianidae",745.82,25.1178266173229
"Tympanuchus phasianellus","Sharp-tailed Grouse","Tympanuchus_phasianellus","Galliformes","Phasianidae",882.38,25.1057318390496
"Tyranneutes stolzmanni","Dwarf Tyrant-manakin","Tyranneutes_stolzmanni","Passeriformes","Pipridae",7.2,10.2734234758979
"Tyranneutes virescens","Tiny Tyrant-manakin","Tyranneutes_virescens","Passeriformes","Pipridae",7.18,11.0410264181271
"Tyrannopsis sulphurea","Sulphury Flycatcher","Tyrannopsis_sulphurea","Passeriformes","Tyrannidae",53.6,21.725225389516
"Tyrannulus elatus","Yellow-crowned Tyrannulet","Tyrannulus_elatus","Passeriformes","Tyrannidae",7,8.49293733733706
"Tyrannus albogularis","White-throated Kingbird","Tyrannus_albogularis","Passeriformes","Tyrannidae",37.1,23.0785525278654
"Tyrannus caudifasciatus","Loggerhead Kingbird","Tyrannus_caudifasciatus","Passeriformes","Tyrannidae",42.36,29.8616950413771
"Tyrannus couchii","Couch's Kingbird","Tyrannus_couchii","Passeriformes","Tyrannidae",39,26.4081513069104
"Tyrannus crassirostris","Thick-billed Kingbird","Tyrannus_crassirostris","Passeriformes","Tyrannidae",55.89,30.2184274820704
"Tyrannus cubensis","Giant Kingbird","Tyrannus_cubensis","Passeriformes","Tyrannidae",93.6,36.9293216580525
"Tyrannus dominicensis","Grey Kingbird","Tyrannus_dominicensis","Passeriformes","Tyrannidae",46.5,30.9367330084655
"Tyrannus forficatus","Scissor-tailed Flycatcher","Tyrannus_forficatus","Passeriformes","Tyrannidae",39.3,22.6287721612826
"Tyrannus melancholicus","Tropical Kingbird","Tyrannus_melancholicus","Passeriformes","Tyrannidae",37.4,22.3867996057387
"Tyrannus niveigularis","Snowy-throated Kingbird","Tyrannus_niveigularis","Passeriformes","Tyrannidae",34.4,21.4600647056475
"Tyrannus savana","Fork-tailed Flycatcher","Tyrannus_savana","Passeriformes","Tyrannidae",31.9,19.7617549660057
"Tyrannus tyrannus","Eastern Kingbird","Tyrannus_tyrannus","Passeriformes","Tyrannidae",39.85,21.4242291988582
"Tyrannus verticalis","Western Kingbird","Tyrannus_verticalis","Passeriformes","Tyrannidae",39.6,22.2850941237062
"Tyrannus vociferans","Cassin's Kingbird","Tyrannus_vociferans","Passeriformes","Tyrannidae",45.6,23.2595004495792
"Tyto alba","Common Barn-owl","Tyto_alba","Strigiformes","Tytonidae",403.32,32.5340804868606
"Tyto almae","Seram Masked-owl","Tyto_sororcula","Strigiformes","Tytonidae",521.71,29.1047053170856
"Tyto aurantia","Golden Masked-owl","Tyto_aurantia","Strigiformes","Tytonidae",521.71,37.0796308652498
"Tyto capensis","African Grass-owl","Tyto_capensis","Strigiformes","Tytonidae",364.74,35.8385492461734
"Tyto glaucops","Ashy-faced Owl","Tyto_glaucops","Strigiformes","Tytonidae",521.71,34.3633497443107
"Tyto inexspectata","Minahasa Masked-owl","Tyto_inexspectata","Strigiformes","Tytonidae",521.71,39.5240373567156
"Tyto longimembris","Eastern Grass-owl","Tyto_longimembris","Strigiformes","Tytonidae",352.5,35.4257016706746
"Tyto multipunctata","Lesser Sooty-owl","Tyto_tenebricosa","Strigiformes","Tytonidae",660.6,37.3456224380992
"Tyto nigrobrunnea","Taliabu Masked-owl","Tyto_nigrobrunnea","Strigiformes","Tytonidae",521.71,41.1874219330959
"Tyto novaehollandiae","Australian Masked-owl","Tyto_novaehollandiae","Strigiformes","Tytonidae",631.85,36.6441763075534
"Tyto rosenbergii","Sulawesi Masked-owl","Tyto_rosenbergii","Strigiformes","Tytonidae",521.71,39.3630873695258
"Tyto soumagnei","Madagascar Red Owl","Tyto_soumagnei","Strigiformes","Tytonidae",284,32.2894758497365
"Upucerthia albigula","White-throated Earthcreeper","Upucerthia_albigula","Passeriformes","Furnariidae",39.9,37.3393711461686
"Upucerthia dumetaria","Scale-throated Earthcreeper","Upucerthia_dumetaria","Passeriformes","Furnariidae",48.68,33.085418545641
"Upucerthia saturatior","Forest Earthcreeper","Upucerthia_saturatior","Passeriformes","Furnariidae",48.68,32.4017218263634
"Upucerthia validirostris","Buff-breasted Earthcreeper","Upucerthia_validirostris","Passeriformes","Furnariidae",33.6,37.3454499280248
"Upupa epops","Common Hoopoe","Upupa_epops","Bucerotiformes","Upupidae",66.93,55.4080807212694
"Uraeginthus angolensis","Blue-breasted Cordon-bleu","Uraeginthus_angolensis","Passeriformes","Estrildidae",9.9,8.65883005096391
"Uraeginthus bengalus","Red-cheeked Cordon-bleu","Uraeginthus_bengalus","Passeriformes","Estrildidae",9.9,9.47839654392563
"Uraeginthus cyanocephalus","Blue-capped Cordon-bleu","Uraeginthus_cyanocephalus","Passeriformes","Estrildidae",9.8,10.4370803961381
"Uratelornis chimaera","Long-tailed Ground-roller","Uratelornis_chimaera","Coraciiformes","Brachypteraciidae",226,35.1364216661416
"Uria aalge","Common Murre","Uria_aalge","Charadriiformes","Alcidae",991.93,56.926226197103
"Uria lomvia","Thick-billed Murre","Uria_lomvia","Charadriiformes","Alcidae",963.99,49.7711063390654
"Urile pelagicus","Pelagic Cormorant","Phalacrocorax_pelagicus","Pelecaniformes","Phalacrocoracidae",1843.95,51.7898354796041
"Urile penicillatus","Brandt's Cormorant","Phalacrocorax_penicillatus","Pelecaniformes","Phalacrocoracidae",2224.24,77.0376355971154
"Urile urile","Red-faced Cormorant","Phalacrocorax_urile","Pelecaniformes","Phalacrocoracidae",2117.66,55.473422048673
"Urochroa bougueri","Rufous-gaped Hillstar","Urochroa_bougueri","Apodiformes","Trochilidae",11.4,33.7276080557667
"Urocissa caerulea","Taiwan Blue Magpie","Urocissa_caerulea","Passeriformes","Corvidae",256.98,44.092908693105
"Urocissa erythroryncha","Red-billed Blue Magpie","Urocissa_erythrorhyncha","Passeriformes","Corvidae",151.52,37.7710378115531
"Urocissa flavirostris","Yellow-billed Blue Magpie","Urocissa_flavirostris","Passeriformes","Corvidae",149.19,38.2963279665168
"Urocissa ornata","Sri Lanka Blue Magpie","Urocissa_ornata","Passeriformes","Corvidae",196,42.0591473990586
"Urocissa whiteheadi","Hainan Magpie","Urocissa_whiteheadi","Passeriformes","Corvidae",177.33,48.7377114206459
"Urocolius indicus","Red-faced Mousebird","Urocolius_indicus","Coliiformes","Coliidae",52.7,14.7318203727026
"Urocolius macrourus","Blue-naped Mousebird","Urocolius_macrourus","Coliiformes","Coliidae",45.5,14.7313646931481
"Urocynchramus pylzowi","Przevalski's Rosefinch","Urocynchramus_pylzowi","Passeriformes","Urocynchramidae",28.62,12.8183061003183
"Urodynamis taitensis","Long-tailed Koel","Eudynamys_taitensis","Cuculiformes","Cuculidae",117,32.2895386438351
"Uroglaux dimorpha","Papuan Hawk-owl","Uroglaux_dimorpha","Strigiformes","Strigidae",281,27.5431755910628
"Urolais epichlorus","Green Longtail","Urolais_epichlorus","Passeriformes","Cisticolidae",11.3,14.2706836643945
"Urolestes melanoleucus","Magpie Shrike","Urolestes_melanoleucus","Passeriformes","Laniidae",82.2,23.6789821272716
"Uromyias agilis","Agile Tit-tyrant","Anairetes_agilis","Passeriformes","Tyrannidae",10.1,10.6045287551824
"Uromyias agraphia","Unstreaked Tit-tyrant","Anairetes_agraphia","Passeriformes","Tyrannidae",9.9,10.8764779602177
"Uropelia campestris","Long-tailed Ground-dove","Uropelia_campestris","Columbiformes","Columbidae",35.2,10.1069652581122
"Uropsalis lyra","Lyre-tailed Nightjar","Uropsalis_lyra","Caprimulgiformes","Caprimulgidae",71.2,19.08842501444
"Uropsalis segmentata","Swallow-tailed Nightjar","Uropsalis_segmentata","Caprimulgiformes","Caprimulgidae",42.9,18.8281488733422
"Uropsila leucogastra","White-bellied Wren","Uropsila_leucogastra","Passeriformes","Troglodytidae",9.03,14.3190438499432
"Urosphena squameiceps","Asian Stubtail","Urosphena_squameiceps","Passeriformes","Cettidae",9.3,13.8742500122171
"Urosphena subulata","Timor Stubtail","Urosphena_subulata","Passeriformes","Cettidae",9,14.9402829599623
"Urosphena whiteheadi","Bornean Stubtail","Urosphena_whiteheadi","Passeriformes","Cettidae",9,13.0496613591425
"Urosticte benjamini","Purple-bibbed Whitetip","Urosticte_benjamini","Apodiformes","Trochilidae",3.9,20.5162389007043
"Urosticte ruficrissa","Rufous-vented Whitetip","Urosticte_ruficrissa","Apodiformes","Trochilidae",4.3,22.5803853519727
"Urothraupis stolzmanni","Stolzmann's Tanager","Urothraupis_stolzmanni","Passeriformes","Thraupidae",23.1,11.8910869002342
"Urotriorchis macrourus","Long-tailed Hawk","Urotriorchis_macrourus","Accipitriformes","Accipitridae",492,35.7398109293543
"Vanellus albiceps","White-headed Lapwing","Vanellus_albiceps","Charadriiformes","Charadriidae",192,36.6816347624641
"Vanellus armatus","Blacksmith Lapwing","Vanellus_armatus","Charadriiformes","Charadriidae",156,32.9288151900992
"Vanellus chilensis","Southern Lapwing","Vanellus_chilensis","Charadriiformes","Charadriidae",327,34.4904425584051
"Vanellus cinereus","Grey-headed Lapwing","Vanellus_cinereus","Charadriiformes","Charadriidae",270,38.9815569377542
"Vanellus coronatus","Crowned Lapwing","Vanellus_coronatus","Charadriiformes","Charadriidae",165,31.1126828596648
"Vanellus crassirostris","Long-toed Lapwing","Vanellus_crassirostris","Charadriiformes","Charadriidae",170,37.5094626820795
"Vanellus duvaucelii","River Lapwing","Vanellus_duvaucelii","Charadriiformes","Charadriidae",143,33.840088959923
"Vanellus gregarius","Sociable Lapwing","Vanellus_gregarius","Charadriiformes","Charadriidae",224.49,34.7444352377299
"Vanellus indicus","Red-wattled Lapwing","Vanellus_indicus","Charadriiformes","Charadriidae",181,35.2061359158568
"Vanellus leucurus","White-tailed Lapwing","Vanellus_leucurus","Charadriiformes","Charadriidae",132,33.7098103735335
"Vanellus lugubris","Senegal Lapwing","Vanellus_lugubris","Charadriiformes","Charadriidae",122,25.0012114378791
"Vanellus malabaricus","Yellow-wattled Lapwing","Vanellus_malarbaricus","Charadriiformes","Charadriidae",140,27.4215014239494
"Vanellus melanocephalus","Spot-breasted Lapwing","Vanellus_melanocephalus","Charadriiformes","Charadriidae",214,30.0725192776881
"Vanellus melanopterus","Black-winged Lapwing","Vanellus_melanopterus","Charadriiformes","Charadriidae",184.9,31.0757363559455
"Vanellus miles","Masked Lapwing","Vanellus_miles","Charadriiformes","Charadriidae",387,39.4216759624462
"Vanellus resplendens","Andean Lapwing","Vanellus_resplendens","Charadriiformes","Charadriidae",214,36.7185419647805
"Vanellus senegallus","Wattled Lapwing","Vanellus_senegallus","Charadriiformes","Charadriidae",248,36.4206504722536
"Vanellus spinosus","Spur-winged Lapwing","Vanellus_spinosus","Charadriiformes","Charadriidae",187.95,30.7203153586406
"Vanellus superciliosus","Brown-chested Lapwing","Vanellus_superciliosus","Charadriiformes","Charadriidae",150,25.2067033902742
"Vanellus tectus","Black-headed Lapwing","Vanellus_tectus","Charadriiformes","Charadriidae",100,25.4506668478716
"Vanellus tricolor","Banded Lapwing","Vanellus_tricolor","Charadriiformes","Charadriidae",184,27.6499729942996
"Vanellus vanellus","Northern Lapwing","Vanellus_vanellus","Charadriiformes","Charadriidae",218.37,28.7740057754646
"Vanga curvirostris","Hook-billed Vanga","Vanga_curvirostris","Passeriformes","Vangidae",64.17,31.6845889385919
"Vauriella albigularis","White-throated Jungle-flycatcher","Rhinomyias_albigularis","Passeriformes","Muscicapidae",35.66,17.9245834376961
"Vauriella goodfellowi","Slaty-backed Jungle-flycatcher","Rhinomyias_goodfellowi","Passeriformes","Muscicapidae",31.7,18.7375283456873
"Vauriella gularis","Eyebrowed Jungle-flycatcher","Rhinomyias_gularis","Passeriformes","Muscicapidae",25.1,18.936083795201
"Vauriella insignis","White-browed Jungle-flycatcher","Rhinomyias_insignis","Passeriformes","Muscicapidae",28.7,17.69308596991
"Veles binotatus","Brown Nightjar","Caprimulgus_binotatus","Caprimulgiformes","Caprimulgidae",63,13.8969591071364
"Veniliornis affinis","Red-stained Woodpecker","Veniliornis_affinis","Piciformes","Picidae",34.83,22.5336992750674
"Veniliornis callonotus","Scarlet-backed Woodpecker","Veniliornis_callonotus","Piciformes","Picidae",26.47,17.9414865693878
"Veniliornis cassini","Golden-collared Woodpecker","Veniliornis_cassini","Piciformes","Picidae",34.6,22.8334400457386
"Veniliornis chocoensis","Choco Woodpecker","Veniliornis_chocoensis","Piciformes","Picidae",30,19.583706333302
"Veniliornis dignus","Yellow-vented Woodpecker","Veniliornis_dignus","Piciformes","Picidae",37.6,21.0044940881152
"Veniliornis frontalis","Dot-fronted Woodpecker","Veniliornis_frontalis","Piciformes","Picidae",36.7,19.659687379953
"Veniliornis kirkii","Red-rumped Woodpecker","Veniliornis_kirkii","Piciformes","Picidae",28.8,21.5689439004225
"Veniliornis lignarius","Striped Woodpecker","Veniliornis_lignarius","Piciformes","Picidae",34,21.3077479736749
"Veniliornis maculifrons","Yellow-eared Woodpecker","Veniliornis_maculifrons","Piciformes","Picidae",38.69,22.657089564329
"Veniliornis mixtus","Checkered Woodpecker","Veniliornis_mixtus","Piciformes","Picidae",28.74,18.3153081034347
"Veniliornis nigriceps","Bar-bellied Woodpecker","Veniliornis_nigriceps","Piciformes","Picidae",43.96,23.9210474941283
"Veniliornis passerinus","Little Woodpecker","Veniliornis_passerinus","Piciformes","Picidae",32.1,18.4575654378193
"Veniliornis sanguineus","Blood-colored Woodpecker","Veniliornis_sanguineus","Piciformes","Picidae",26.5,19.0880708757509
"Veniliornis spilogaster","White-spotted Woodpecker","Veniliornis_spilogaster","Piciformes","Picidae",40.3,23.1393065692391
"Vermivora bachmanii","Bachman's Warbler","Vermivora_bachmanii","Passeriformes","Parulidae",8.6,13.0070043601263
"Vermivora chrysoptera","Golden-winged Warbler","Vermivora_chrysoptera","Passeriformes","Parulidae",8.74,12.2674691178128
"Vermivora cyanoptera","Blue-winged Warbler","Vermivora_pinus","Passeriformes","Parulidae",8.9,12.5364266301968
"Verreauxia africana","African Piculet","Sasia_africana","Piciformes","Picidae",9.4,9.24172387956642
"Vidua camerunensis","Cameroon Indigobird","Vidua_camerunensis","Passeriformes","Viduidae",12.09,9.83966686752066
"Vidua chalybeata","Village Indigobird","Vidua_chalybeata","Passeriformes","Viduidae",12.5,9.8231550841853
"Vidua codringtoni","Green Indigobird","Vidua_codringtoni","Passeriformes","Viduidae",12.8,10.3003914949428
"Vidua fischeri","Straw-tailed Whydah","Vidua_fischeri","Passeriformes","Viduidae",12.21,10.9853575774083
"Vidua funerea","Dusky Indigobird","Vidua_funerea","Passeriformes","Viduidae",14.33,10.0252100089211
"Vidua hypocherina","Steel-blue Whydah","Vidua_hypocherina","Passeriformes","Viduidae",11.9,9.41331773544103
"Vidua interjecta","Exclamatory Paradise-whydah","Vidua_interjecta","Passeriformes","Viduidae",20.6,11.5939742109738
"Vidua larvaticola","Barka Indigobird","Vidua_larvaticola","Passeriformes","Viduidae",13.1,9.76818317509861
"Vidua macroura","Pin-tailed Whydah","Vidua_macroura","Passeriformes","Viduidae",15.74,10.975163716998
"Vidua maryae","Jos Plateau Indigobird","Vidua_maryae","Passeriformes","Viduidae",12.8,9.9502244213596
"Vidua nigeriae","Quailfinch Indigobird","Vidua_nigeriae","Passeriformes","Viduidae",12.04,9.77134369024634
"Vidua obtusa","Broad-tailed Paradise-whydah","Vidua_obtusa","Passeriformes","Viduidae",20.69,12.2567454077248
"Vidua orientalis","Sahel Paradise-whydah","Vidua_orientalis","Passeriformes","Viduidae",18.46,10.4707421582863
"Vidua paradisaea","Long-tailed Paradise-whydah","Vidua_paradisaea","Passeriformes","Viduidae",20.35,12.1084884409806
"Vidua purpurascens","Purple Indigobird","Vidua_purpurascens","Passeriformes","Viduidae",13.09,9.61994815868326
"Vidua raricola","Jambandu Indigobird","Vidua_raricola","Passeriformes","Viduidae",11.94,8.62616725955158
"Vidua regia","Shaft-tailed Whydah","Vidua_regia","Passeriformes","Viduidae",14.38,11.2575844845735
"Vidua togoensis","Togo Paradise-whydah","Vidua_togoensis","Passeriformes","Viduidae",15.63,11.3415491546039
"Vidua wilsoni","Wilson's Indigobird","Vidua_wilsoni","Passeriformes","Viduidae",13.08,10.6470492286347
"Vini australis","Blue-crowned Lorikeet","Vini_australis","Psittaciformes","Psittacidae",55,15.7290468250941
"Vini kuhlii","Rimatara Lorikeet","Vini_kuhlii","Psittaciformes","Psittacidae",55,16.7767850279342
"Vini peruviana","Blue Lorikeet","Vini_peruviana","Psittaciformes","Psittacidae",29,14.6457945726607
"Vini stepheni","Henderson Lorikeet","Vini_stepheni","Psittaciformes","Psittacidae",55,15.7211530092265
"Vini ultramarina","Ultramarine Lorikeet","Vini_ultramarina","Psittaciformes","Psittacidae",40,14.5794554165099
"Vireo altiloquus","Black-whiskered Vireo","Vireo_altiloquus","Passeriformes","Vireonidae",18.97,21.0540865846337
"Vireo atricapilla","Black-capped Vireo","Vireo_atricapilla","Passeriformes","Vireonidae",8.99,12.2091768228635
"Vireo bairdi","Cozumel Vireo","Vireo_bairdi","Passeriformes","Vireonidae",12,14.4642651930451
"Vireo bellii","Bell's Vireo","Vireo_bellii","Passeriformes","Vireonidae",8.5,13.1445315179601
"Vireo brevipennis","Slaty Vireo","Vireo_brevipennis","Passeriformes","Vireonidae",11.8,12.6394597189035
"Vireo caribaeus","San Andres Vireo","Vireo_caribaeus","Passeriformes","Vireonidae",9.3,13.5270778480452
"Vireo carmioli","Yellow-winged Vireo","Vireo_carmioli","Passeriformes","Vireonidae",13.1,11.5435438215303
"Vireo cassinii","Cassin's Vireo","Vireo_cassinii","Passeriformes","Vireonidae",14.7,13.7781830980182
"Vireo chivi","Chivi Vireo","Vireo_olivaceus","Passeriformes","Vireonidae",16.06,13.632544909865
"Vireo crassirostris","Thick-billed Vireo","Vireo_crassirostris","Passeriformes","Vireonidae",13.01,14.5812617588975
"Vireo flavifrons","Yellow-throated Vireo","Vireo_flavifrons","Passeriformes","Vireonidae",18,13.3720949651569
"Vireo flavoviridis","Yellow-green Vireo","Vireo_flavoviridis","Passeriformes","Vireonidae",17.59,15.7639892522608
"Vireo gilvus","Warbling Vireo","Vireo_gilvus","Passeriformes","Vireonidae",12.67,14.3628111098017
"Vireo gracilirostris","Noronha Vireo","Vireo_gracilirostris","Passeriformes","Vireonidae",16.5,17.2050713350267
"Vireo griseus","White-eyed Vireo","Vireo_griseus","Passeriformes","Vireonidae",11.4,12.5752404190786
"Vireo gundlachii","Cuban Vireo","Vireo_gundlachii","Passeriformes","Vireonidae",12.9,14.4925812373155
"Vireo huttoni","Hutton's Vireo","Vireo_huttoni","Passeriformes","Vireonidae",11.3,12.164691531837
"Vireo latimeri","Puerto Rican Vireo","Vireo_latimeri","Passeriformes","Vireonidae",12,13.7818123960073
"Vireo leucophrys","Brown-capped Vireo","Vireo_leucophrys","Passeriformes","Vireonidae",12.3,14.0021919974918
"Vireo magister","Yucatan Vireo","Vireo_magister","Passeriformes","Vireonidae",15.4,19.7403293691948
"Vireo masteri","Choco Vireo","Vireo_masteri","Passeriformes","Vireonidae",11.2,12.1096186860465
"Vireo modestus","Jamaican Vireo","Vireo_modestus","Passeriformes","Vireonidae",9.6,12.2386318238731
"Vireo nanus","Flat-billed Vireo","Vireo_nanus","Passeriformes","Vireonidae",10.5,11.9846070705447
"Vireo nelsoni","Dwarf Vireo","Vireo_nelsoni","Passeriformes","Vireonidae",9.4,12.6630036096554
"Vireo osburni","Blue Mountain Vireo","Vireo_osburni","Passeriformes","Vireonidae",19.9,16.1704174920042
"Vireo pallens","Mangrove Vireo","Vireo_pallens","Passeriformes","Vireonidae",11,14.0757253363728
"Vireo philadelphicus","Philadelphia Vireo","Vireo_philadelphicus","Passeriformes","Vireonidae",11.5,12.0888560257106
"Vireo plumbeus","Plumbeous Vireo","Vireo_plumbeus","Passeriformes","Vireonidae",16.4,13.1777858756669
"Vireo sclateri","Tepui Vireo","Hylophilus_sclateri","Passeriformes","Vireonidae",11.2,12.6760017137974
"Vireo solitarius","Blue-headed Vireo","Vireo_solitarius","Passeriformes","Vireonidae",15.3,13.6902844699156
"Vireo vicinior","Grey Vireo","Vireo_vicinior","Passeriformes","Vireonidae",12.8,12.9637082943227
"Vireolanius eximius","Yellow-browed Shrike-vireo","Vireolanius_eximius","Passeriformes","Vireonidae",28.23,18.3165902247652
"Vireolanius leucotis","Slaty-capped Shrike-vireo","Vireolanius_leucotis","Passeriformes","Vireonidae",26,19.0629413818555
"Vireolanius melitophrys","Chestnut-sided Shrike-vireo","Vireolanius_melitophrys","Passeriformes","Vireonidae",34.7,19.6243220200048
"Vireolanius pulchellus","Green Shrike-vireo","Vireolanius_pulchellus","Passeriformes","Vireonidae",24,20.022575146668
"Volatinia jacarina","Blue-black Grassquit","Volatinia_jacarina","Passeriformes","Thraupidae",9.94,9.73411613277242
"Vosea whitemanensis","Bismarck Honeyeater","Melidectes_whitemanensis","Passeriformes","Meliphagidae",48,39.1124086196069
"Vultur gryphus","Andean Condor","Vultur_gryphus","Accipitriformes","Cathartidae",11236.1,97.1204206299362
"Wetmorethraupis sterrhopteron","Orange-throated Tanager","Wetmorethraupis_sterrhopteron","Passeriformes","Thraupidae",50.2,17.8075110793579
"Willisornis nigrigula","Tapajos Scale-backed Antbird","Willisornis_poecilinotus","Passeriformes","Thamnophilidae",18.4,NA
"Xanthocephalus xanthocephalus","Yellow-headed Blackbird","Xanthocephalus_xanthocephalus","Passeriformes","Icteridae",62.68,22.6853623703886
"Xanthomixis apperti","Appert's Tetraka","Bernieria_apperti","Passeriformes","Bernieridae",14.6,12.9839831367135
"Xanthomixis cinereiceps","Grey-crowned Tetraka","Bernieria_cinereiceps","Passeriformes","Bernieridae",18.2,15.2344872642308
"Xanthomixis zosterops","Spectacled Tetraka","Bernieria_zosterops","Passeriformes","Bernieridae",10.85,17.2883276457936
"Xanthopsar flavus","Saffron-cowled Blackbird","Xanthopsar_flavus","Passeriformes","Icteridae",43,25.1923023594543
"Xanthotis flaviventer","Tawny-breasted Honeyeater","Xanthotis_flaviventer","Passeriformes","Meliphagidae",39.96,31.4474233521614
"Xanthotis macleayanus","Macleay's Honeyeater","Xanthotis_macleayanus","Passeriformes","Meliphagidae",31,26.9480383687932
"Xanthotis polygrammus","Spotted Honeyeater","Xanthotis_polygrammus","Passeriformes","Meliphagidae",20.02,23.3777743082736
"Xema sabini","Sabine's Gull","Xema_sabini","Charadriiformes","Laridae",198,31.9939033064262
"Xenerpestes minlosi","Double-banded Greytail","Xenerpestes_minlosi","Passeriformes","Furnariidae",11,13.0968100426719
"Xenerpestes singularis","Equatorial Greytail","Xenerpestes_singularis","Passeriformes","Furnariidae",11.6,13.2106665300205
"Xenicus gilviventris","New Zealand Rockwren","Xenicus_gilviventris","Passeriformes","Acanthisittidae",17.59,14.4375547951217
"Xenocopsychus ansorgei","Angola Cave-chat","Xenocopsychus_ansorgei","Passeriformes","Muscicapidae",35.07,20.6059613364692
"Xenodacnis parina","Tit-like Dacnis","Xenodacnis_parina","Passeriformes","Thraupidae",11.5,13.0115642848648
"Xenoglaux loweryi","Long-whiskered Owlet","Xenoglaux_loweryi","Strigiformes","Strigidae",48,14.2589676995296
"Xenoligea montana","White-winged Warbler","Xenoligea_montana","Passeriformes","Incertae_Sedis_6",23.28,14.3132889511045
"Xenoperdix udzungwensis","Udzungwa Forest-partridge","Xenoperdix_udzungwensis","Galliformes","Phasianidae",224.94,21.4827240365092
"Xenopipo atronitens","Black Manakin","Xenopipo_atronitens","Passeriformes","Pipridae",15.54,13.575413569821
"Xenopipo uniformis","Olive Manakin","Xenopipo_uniformis","Passeriformes","Pipridae",17.86,13.8855696093757
"Xenopirostris damii","Van Dam's Vanga","Xenopirostris_damii","Passeriformes","Vangidae",65,31.6627192964777
"Xenopirostris polleni","Pollen's Vanga","Xenopirostris_polleni","Passeriformes","Vangidae",61.5,31.0221827021334
"Xenopirostris xenopirostris","Lafresnaye's Vanga","Xenopirostris_xenopirostris","Passeriformes","Vangidae",59.5,25.2848868341763
"Xenops genibarbis","Plain Xenops","Xenops_minutus","Passeriformes","Furnariidae",10.6,14.267784728416
"Xenops rutilus","Streaked Xenops","Xenops_rutilans","Passeriformes","Furnariidae",11.2,11.2469885967579
"Xenops tenuirostris","Slender-billed Xenops","Xenops_tenuirostris","Passeriformes","Furnariidae",9.7,11.8748562834562
"Xenopsaris albinucha","White-naped Becard","Xenopsaris_albinucha","Passeriformes","Tityridae",10,11.083476193998
"Xenornis setifrons","Spiny-faced Antshrike","Xenornis_setifrons","Passeriformes","Thamnophilidae",24.6,19.7298454549629
"Xenospingus concolor","Slender-billed Finch","Xenospingus_concolor","Passeriformes","Thraupidae",21,15.223089802267
"Xenospiza baileyi","Sierra Madre Sparrow","Xenospiza_baileyi","Passeriformes","Emberizidae",17.4,11.7054945098702
"Xenotriccus callizonus","Belted Flycatcher","Xenotriccus_callizonus","Passeriformes","Tyrannidae",11.2,12.8784537869971
"Xenotriccus mexicanus","Pileated Flycatcher","Xenotriccus_mexicanus","Passeriformes","Tyrannidae",13.8,14.5563453644048
"Xenus cinereus","Terek Sandpiper","Xenus_cinereus","Charadriiformes","Scolopacidae",78.8,46.9885543267727
"Xiphidiopicus percussus","Cuban Green Woodpecker","Xiphidiopicus_percussus","Piciformes","Picidae",60.86,24.6038643726148
"Xiphocolaptes albicollis","White-throated Woodcreeper","Xiphocolaptes_albicollis","Passeriformes","Furnariidae",118,50.5003006541748
"Xiphocolaptes falcirostris","Moustached Woodcreeper","Xiphocolaptes_falcirostris","Passeriformes","Furnariidae",110,50.1890034935996
"Xiphocolaptes major","Great Rufous Woodcreeper","Xiphocolaptes_major","Passeriformes","Furnariidae",156,56.7139196881
"Xiphocolaptes promeropirhynchus","Strong-billed Woodcreeper","Xiphocolaptes_promeropirhynchus","Passeriformes","Furnariidae",93.04,49.0518375190161
"Xipholena atropurpurea","White-winged Cotinga","Xipholena_atropurpurea","Passeriformes","Cotingidae",61.32,18.7815640544208
