"Birdlife_Name","Birdlife_common.name","Jetz_Name","Jetz_order","Jetz_family","Body_mass","Beak"
"Xipholena lamellipennis","White-tailed Cotinga","Xipholena_lamellipennis","Passeriformes","Cotingidae",29,19.5090481960494
"Xipholena punicea","Pompadour Cotinga","Xipholena_punicea","Passeriformes","Cotingidae",68.1,17.9442456530295
"Xiphorhynchus aequatorialis","Southern Spotted Woodcreeper","Xiphorhynchus_erythropygius","Passeriformes","Furnariidae",46.8,29.3530407308378
"Xiphorhynchus atlanticus","Atlantic Woodcreeper","Xiphorhynchus_fuscus","Passeriformes","Furnariidae",21.8,29.0953652139664
"Xiphorhynchus beauperthuysii","Line-crowned Woodcreeper","Xiphorhynchus_ocellatus","Passeriformes","Furnariidae",36.66,35.0911806993652
"Xiphorhynchus elegans","Elegant Woodcreeper","Xiphorhynchus_elegans","Passeriformes","Furnariidae",34.5,30.8911883870698
"Xiphorhynchus flavigaster","Ivory-billed Woodcreeper","Xiphorhynchus_flavigaster","Passeriformes","Furnariidae",46.19,41.2327054406684
"Xiphorhynchus guttatoides","Lafresnaye's Woodcreeper","Xiphorhynchus_guttatus","Passeriformes","Furnariidae",59.69,41.3310627166032
"Xiphorhynchus lachrymosus","Black-striped Woodcreeper","Xiphorhynchus_lachrymosus","Passeriformes","Furnariidae",56.4,39.0058846584335
"Xiphorhynchus obsoletus","Striped Woodcreeper","Xiphorhynchus_obsoletus","Passeriformes","Furnariidae",32.6,27.0389647149518
"Xiphorhynchus pardalotus","Chestnut-rumped Woodcreeper","Xiphorhynchus_pardalotus","Passeriformes","Furnariidae",34.57,34.1185104747191
"Xiphorhynchus spixii","Spix's Woodcreeper","Xiphorhynchus_spixii","Passeriformes","Furnariidae",31.2,30.1733804487772
"Xiphorhynchus susurrans","Cocoa Woodcreeper","Xiphorhynchus_susurrans","Passeriformes","Furnariidae",46.72,35.804725391871
"Xiphorhynchus triangularis","Olive-backed Woodcreeper","Xiphorhynchus_triangularis","Passeriformes","Furnariidae",46.3,31.8912963909658
"Xolmis cinereus","Grey Monjita","Xolmis_cinereus","Passeriformes","Tyrannidae",57.1,25.5074195471127
"Xolmis coronatus","Black-crowned Monjita","Xolmis_coronatus","Passeriformes","Tyrannidae",46.8,24.8416881832294
"Xolmis dominicanus","Black-and-white Monjita","Xolmis_dominicanus","Passeriformes","Tyrannidae",42.8,20.4916516631097
"Xolmis irupero","White Monjita","Xolmis_irupero","Passeriformes","Tyrannidae",28.7,20.7533217397053
"Xolmis pyrope","Fire-eyed Diucon","Xolmis_pyrope","Passeriformes","Tyrannidae",35.3,23.125733536303
"Xolmis rubetra","Rusty-backed Monjita","Xolmis_rubetra","Passeriformes","Tyrannidae",36.3,20.1236356210072
"Xolmis salinarum","Salinas Monjita","Xolmis_salinarum","Passeriformes","Tyrannidae",49.08,15.9378105934244
"Xolmis velatus","White-rumped Monjita","Xolmis_velatus","Passeriformes","Tyrannidae",49.08,24.6127542582915
"Yuhina bakeri","White-naped Yuhina","Yuhina_bakeri","Passeriformes","Timaliidae",17.14,12.939376983868
"Yuhina brunneiceps","Taiwan Yuhina","Yuhina_brunneiceps","Passeriformes","Timaliidae",12.49,13.7348988135848
"Yuhina castaniceps","Striated Yuhina","Yuhina_castaniceps","Passeriformes","Timaliidae",11.8,10.9155378436856
"Yuhina diademata","White-collared Yuhina","Yuhina_diademata","Passeriformes","Timaliidae",12,15.0880582085345
"Yuhina everetti","Chestnut-crested Yuhina","Yuhina_everetti","Passeriformes","Timaliidae",12.1,10.825383919917
"Yuhina flavicollis","Whiskered Yuhina","Yuhina_flavicollis","Passeriformes","Timaliidae",16.91,13.0543598064352
"Yuhina gularis","Stripe-throated Yuhina","Yuhina_gularis","Passeriformes","Timaliidae",20.78,16.5134698571637
"Yuhina humilis","Burmese Yuhina","Yuhina_humilis","Passeriformes","Timaliidae",14.04,12.5289223861974
"Yuhina nigrimenta","Black-chinned Yuhina","Yuhina_nigrimenta","Passeriformes","Timaliidae",9.5,12.419282255816
"Yuhina occipitalis","Rufous-vented Yuhina","Yuhina_occipitalis","Passeriformes","Timaliidae",13,15.6034698129836
"Yuhina torqueola","Indochinese Yuhina","Yuhina_torqueola","Passeriformes","Timaliidae",11.8,11.2454517555237
"Zanclostomus javanicus","Red-billed Malkoha","Phaenicophaeus_javanicus","Cuculiformes","Cuculidae",109,37.5710915494487
"Zanda baudinii","Long-billed Black-cockatoo","Calyptorhynchus_baudinii","Psittaciformes","Cacatuidae",620,54.8243203599937
"Zanda funerea","Yellow-tailed Black-cockatoo","Calyptorhynchus_funereus","Psittaciformes","Cacatuidae",674.72,51.9369016797636
"Zanda latirostris","Short-billed Black-cockatoo","Calyptorhynchus_latirostris","Psittaciformes","Cacatuidae",612,45.3508168960456
"Zapornia akool","Brown Crake","Amaurornis_akool","Gruiformes","Rallidae",131.43,31.473427020628
"Zapornia atra","Henderson Crake","Porzana_atra","Gruiformes","Rallidae",77.4,21.5756035267375
"Zapornia bicolor","Black-tailed Crake","Amaurornis_bicolor","Gruiformes","Rallidae",157.35,25.1264870110434
"Zapornia flavirostra","Black Crake","Amaurornis_flavirostra","Gruiformes","Rallidae",86.2,24.2710544547103
"Zapornia fusca","Ruddy-breasted Crake","Porzana_fusca","Gruiformes","Rallidae",57.27,26.2510498085991
"Zapornia olivieri","Sakalava Rail","Amaurornis_olivieri","Gruiformes","Rallidae",157.35,27.3604169019498
"Zapornia parva","Little Crake","Porzana_parva","Gruiformes","Rallidae",49.7,20.033771022018
"Zapornia paykullii","Band-bellied Crake","Porzana_paykullii","Gruiformes","Rallidae",111,28.7646936733499
"Zapornia pusilla","Baillon's Crake","Porzana_pusilla","Gruiformes","Rallidae",35.4,17.6876996456869
"Zapornia tabuensis","Spotless Crake","Porzana_tabuensis","Gruiformes","Rallidae",42.23,19.8863899864051
"Zaratornis stresemanni","White-cheeked Cotinga","Zaratornis_stresemanni","Passeriformes","Cotingidae",52.1,18.6911000163294
"Zavattariornis stresemanni","Ethiopian Bushcrow","Zavattariornis_stresemanni","Passeriformes","Corvidae",108,35.1953231655993
"Zebrilus undulatus","Zigzag Heron","Zebrilus_undulatus","Pelecaniformes","Ardeidae",123,44.5613740982618
"Zeledonia coronata","Wrenthrush","Zeledonia_coronata","Passeriformes","Incertae_Sedis_6",21,13.5049509048387
"Zenaida asiatica","White-winged Dove","Zenaida_asiatica","Columbiformes","Columbidae",153,23.340690959379
"Zenaida auriculata","Eared Dove","Zenaida_auriculata","Columbiformes","Columbidae",110.2,18.6404325539958
"Zenaida aurita","Zenaida Dove","Zenaida_aurita","Columbiformes","Columbidae",156,21.9559989783913
"Zenaida galapagoensis","Galapagos Dove","Zenaida_galapagoensis","Columbiformes","Columbidae",111,20.7537991574981
"Zenaida graysoni","Socorro Dove","Zenaida_graysoni","Columbiformes","Columbidae",192,21.7323275304902
"Zenaida macroura","Mourning Dove","Zenaida_macroura","Columbiformes","Columbidae",118.93,20.2280424238685
"Zenaida meloda","West Peruvian Dove","Zenaida_meloda","Columbiformes","Columbidae",209.18,22.6948644397315
"Zentrygon albifacies","White-faced Quail-dove","Geotrygon_albifacies","Columbiformes","Columbidae",238,24.9891471710894
"Zentrygon carrikeri","Tuxtla Quail-dove","Geotrygon_carrikeri","Columbiformes","Columbidae",267,24.5030744279735
"Zentrygon chiriquensis","Chiriqui Quail-dove","Geotrygon_chiriquensis","Columbiformes","Columbidae",308,24.8216810302343
"Zentrygon costaricensis","Buff-fronted Quail-dove","Geotrygon_costaricensis","Columbiformes","Columbidae",285.09,23.0773531169239
"Zentrygon frenata","White-throated Quail-dove","Geotrygon_frenata","Columbiformes","Columbidae",307,24.5283633870616
"Zentrygon goldmani","Russet-crowned Quail-dove","Geotrygon_goldmani","Columbiformes","Columbidae",258,19.9612532394938
"Zentrygon lawrencii","Purplish-backed Quail-dove","Geotrygon_lawrencii","Columbiformes","Columbidae",220,21.7493163205683
"Zentrygon linearis","Lined Quail-dove","Geotrygon_linearis","Columbiformes","Columbidae",261,23.9221093880944
"Zimmerius acer","Guianan Tyrannulet","Zimmerius_acer","Passeriformes","Tyrannidae",7.13,10.0723261680044
"Zimmerius albigularis","Choco Tyrannulet","Zimmerius_albigularis","Passeriformes","Tyrannidae",10.4,8.38975606630556
"Zimmerius bolivianus","Bolivian Tyrannulet","Zimmerius_bolivianus","Passeriformes","Tyrannidae",11,9.98449794089106
"Zimmerius chrysops","Golden-faced Tyrannulet","Zimmerius_chrysops","Passeriformes","Tyrannidae",10.4,9.09838147677989
"Zimmerius cinereicapilla","Red-billed Tyrannulet","Zimmerius_cinereicapilla","Passeriformes","Tyrannidae",11.8,11.1304838405456
"Zimmerius gracilipes","Slender-footed Tyrannulet","Zimmerius_gracilipes","Passeriformes","Tyrannidae",7.13,9.496697177516
"Zimmerius improbus","Mountain Tyrannulet","Zimmerius_improbus","Passeriformes","Tyrannidae",10.9,11.5091238784604
"Zimmerius parvus","Mistletoe Tyrannulet","Zimmerius_vilissimus","Passeriformes","Tyrannidae",9.7,6.70748671567751
"Zimmerius villarejoi","Mishana Tyrannulet","Zimmerius_villarejoi","Passeriformes","Tyrannidae",6.5,7.06631743144244
"Zimmerius viridiflavus","Peruvian Tyrannulet","Zimmerius_viridiflavus","Passeriformes","Tyrannidae",9.6,8.86317386418581
"Zonerodius heliosylus","Forest Bittern","Zonerodius_heliosylus","Pelecaniformes","Ardeidae",802,93.9474346527495
"Zonotrichia albicollis","White-throated Sparrow","Zonotrichia_albicollis","Passeriformes","Emberizidae",24.4,13.6809959044776
"Zonotrichia atricapilla","Golden-crowned Sparrow","Zonotrichia_atricapilla","Passeriformes","Emberizidae",31.99,15.652075037431
"Zonotrichia capensis","Rufous-collared Sparrow","Zonotrichia_capensis","Passeriformes","Emberizidae",20.31,13.1225625573269
"Zonotrichia leucophrys","White-crowned Sparrow","Zonotrichia_leucophrys","Passeriformes","Emberizidae",28,15.1203489342891
"Zonotrichia querula","Harris's Sparrow","Zonotrichia_querula","Passeriformes","Emberizidae",35.5,15.367032620294
"Zoonavena grandidieri","Madagascar Spinetail","Zoonavena_grandidieri","Apodiformes","Apodidae",10.5,3.95134032457136
"Zoonavena sylvatica","White-rumped Spinetail","Zoonavena_sylvatica","Apodiformes","Apodidae",13,4.64781004319712
"Zoonavena thomensis","Sao Tome Spinetail","Zoonavena_thomensis","Apodiformes","Apodidae",8,4.80878552766517
"Zoothera andromedae","Sunda Thrush","Zoothera_andromedae","Passeriformes","Turdidae",90.5,28.1207249864843
"Zoothera atrigena","Bougainville Thrush","Zoothera_talaseae","Passeriformes","Turdidae",81.91,NA
"Zoothera aurea","White's Thrush","Zoothera_dauma","Passeriformes","Turdidae",134.13,29.6642581620216
"Zoothera dixoni","Long-tailed Thrush","Zoothera_dixoni","Passeriformes","Turdidae",90,25.3033366450183
"Zoothera everetti","Everett's Thrush","Zoothera_everetti","Passeriformes","Turdidae",81.91,26.2718765438534
"Zoothera griseiceps","Sichuan Forest Thrush","Zoothera_mollissima","Passeriformes","Turdidae",98.19,NA
"Zoothera heinei","Russet-tailed Thrush","Zoothera_heinei","Passeriformes","Turdidae",82.8,27.5021319560924
"Zoothera lunulata","Bassian Thrush","Zoothera_lunulata","Passeriformes","Turdidae",130,31.5084307007343
"Zoothera machiki","Fawn-breasted Thrush","Zoothera_machiki","Passeriformes","Turdidae",81.91,24.9212384849787
"Zoothera major","Amami Thrush","Zoothera_major","Passeriformes","Turdidae",172,28.1756722138263
"Zoothera margaretae","Makira Thrush","Zoothera_margaretae","Passeriformes","Turdidae",65.26,21.9834030400496
"Zoothera marginata","Dark-sided Thrush","Zoothera_marginata","Passeriformes","Turdidae",81,32.9348517639749
"Zoothera monticola","Long-billed Thrush","Zoothera_monticola","Passeriformes","Turdidae",126,42.5985878034495
"Zoothera turipavae","Guadalcanal Thrush","Zoothera_turipavae","Passeriformes","Turdidae",65.26,22.0996929108165
"Zosterops abyssinicus","Abyssinian White-eye","Zosterops_abyssinicus","Passeriformes","Zosteropidae",9.43,13.1979235618617
"Zosterops albogularis","White-chested White-eye","Zosterops_albogularis","Passeriformes","Zosteropidae",16,19.2177799971793
"Zosterops anomalus","Black-ringed White-eye","Zosterops_anomalus","Passeriformes","Zosteropidae",12,12.8424150987528
"Zosterops atricapilla","Black-capped White-eye","Zosterops_atricapilla","Passeriformes","Zosteropidae",9.2,12.8958362460174
"Zosterops atriceps","Cream-throated White-eye","Zosterops_atriceps","Passeriformes","Zosteropidae",12,13.967351498967
"Zosterops atrifrons","Black-crowned White-eye","Zosterops_atrifrons","Passeriformes","Zosteropidae",10,12.2687140651979
"Zosterops auriventer","Hume's White-eye","Zosterops_papebrosus",NA,NA,NA,NA
"Zosterops borbonicus","Reunion Grey White-eye","Zosterops_borbonicus","Passeriformes","Zosteropidae",8.2,12.8887378862128
"Zosterops brunneus","Bioko Speirops","Speirops_brunneus","Passeriformes","Zosteropidae",16.1,15.1530634292401
"Zosterops buruensis","Buru White-eye","Zosterops_buruensis","Passeriformes","Zosteropidae",11.95,13.4824203909897
"Zosterops ceylonensis","Sri Lanka White-eye","Zosterops_ceylonensis","Passeriformes","Zosteropidae",12.6,14.3903325107861
"Zosterops chloris","Lemon-bellied White-eye","Zosterops_chloris","Passeriformes","Zosteropidae",9,13.6599923141957
"Zosterops chloronothos","Mauritius Olive White-eye","Zosterops_chloronothus","Passeriformes","Zosteropidae",8.1,15.3195369118359
"Zosterops chrysolaemus","Black-fronted White-eye","Zosterops_minor","Passeriformes","Zosteropidae",11.1,NA
"Zosterops cinereus","Kosrae White-eye","Zosterops_cinereus","Passeriformes","Zosteropidae",11.2,13.5662374047469
"Zosterops citrinella","Ashy-bellied White-eye","Zosterops_citrinella","Passeriformes","Zosteropidae",12,13.105609628696
"Zosterops consobrinorum","Pale-bellied White-eye","Zosterops_consobrinorum","Passeriformes","Zosteropidae",12,13.525391950869
"Zosterops conspicillatus","Bridled White-eye","Zosterops_conspicillatus","Passeriformes","Zosteropidae",7.9,12.1491421850864
"Zosterops crookshanki","Oya Tabu White-eye","Zosterops_fuscicapilla","Passeriformes","Zosteropidae",11.2,NA
"Zosterops emiliae","Mountain Black-eye","Chlorocharis_emiliae","Passeriformes","Zosteropidae",13.9,16.9388385746945
"Zosterops erythropleurus","Chestnut-flanked White-eye","Zosterops_erythropleurus","Passeriformes","Zosteropidae",11,13.6530118367225
"Zosterops eurycricotus","Kilimanjaro White-eye","Zosterops_poliogastrus","Passeriformes","Zosteropidae",11,15.4877137877047
"Zosterops everetti","Everett's White-eye","Zosterops_everetti","Passeriformes","Zosteropidae",10,13.0515627662744
"Zosterops explorator","Fiji White-eye","Zosterops_explorator","Passeriformes","Zosteropidae",10.5,14.2165091766976
"Zosterops feae","Sao Tome White-eye","Zosterops_ficedulinus","Passeriformes","Zosteropidae",10.57,NA
"Zosterops finschii","Dusky White-eye","Zosterops_finschii","Passeriformes","Zosteropidae",10.57,16.3618217199575
"Zosterops flavifrons","Vanuatu White-eye","Zosterops_flavifrons","Passeriformes","Zosteropidae",10.7,18.026436834788
"Zosterops flavus","Javan White-eye","Zosterops_flavus","Passeriformes","Zosteropidae",7,12.6531760418322
"Zosterops gibbsi","Vanikoro White-eye","Zosterops_gibbsi","Passeriformes","Zosteropidae",14.9,17.2479269400239
"Zosterops grayi","Pearl-bellied White-eye","Zosterops_grayi","Passeriformes","Zosteropidae",16,15.7423025903292
"Zosterops griseotinctus","Louisiade White-eye","Zosterops_griseotinctus","Passeriformes","Zosteropidae",12,15.432688674191
"Zosterops griseovirescens","Annobon White-eye","Zosterops_griseovirescens","Passeriformes","Zosteropidae",11,14.6398677610792
"Zosterops hamlini","Bougainville White-eye","Zosterops_rendovae","Passeriformes","Zosteropidae",17.19,NA
"Zosterops hypolais","Yap Plain White-eye","Zosterops_hypolais","Passeriformes","Zosteropidae",10.57,13.5445946794935
"Zosterops hypoxanthus","Bismarck White-eye","Zosterops_hypoxanthus","Passeriformes","Zosteropidae",12.5,13.4823402168937
"Zosterops inornatus","Large Lifou White-eye","Zosterops_inornatus","Passeriformes","Zosteropidae",10.57,19.8753229323681
"Zosterops japonicus","Mountain White-eye","Zosterops_japonicus","Passeriformes","Zosteropidae",11.29,12.8393513762341
"Zosterops kirki","Kirk's White-eye","Zosterops_maderaspatanus","Passeriformes","Zosteropidae",8.87,12.1444326375145
"Zosterops kuehni","Ambon White-eye","Zosterops_kuehni","Passeriformes","Zosteropidae",12,13.7401596872136
"Zosterops kulambangrae","Solomons White-eye","Zosterops_kulambangrae","Passeriformes","Zosteropidae",10.57,14.4514513872564
"Zosterops lacertosus","Sanford's White-eye","Woodfordia_lacertosa","Passeriformes","Zosteropidae",28,23.7331444730517
"Zosterops lateralis","Silvereye","Zosterops_lateralis","Passeriformes","Zosteropidae",12.68,12.1300351098925
"Zosterops leucophaeus","Principe Speirops","Speirops_leucophoeus","Passeriformes","Zosteropidae",14.8,13.889106720034
"Zosterops lugubris","Black-capped Speirops","Speirops_lugubris","Passeriformes","Zosteropidae",14.8,14.1706984805129
"Zosterops luteirostris","Gizo White-eye","Zosterops_luteirostris","Passeriformes","Zosteropidae",10.57,14.9880094125345
"Zosterops luteus","Australian Yellow White-eye","Zosterops_luteus","Passeriformes","Zosteropidae",9.7,12.0089447498787
"Zosterops mayottensis","Chestnut-sided White-eye","Zosterops_mayottensis","Passeriformes","Zosteropidae",9.9,12.2540006541703
"Zosterops meeki","Tagula White-eye","Zosterops_meeki","Passeriformes","Zosteropidae",9,13.6802117311861
"Zosterops melanocephalus","Mount Cameroon Speirops","Speirops_melanocephalus","Passeriformes","Zosteropidae",10.9,13.7978166315574
"Zosterops metcalfii","Yellow-throated White-eye","Zosterops_metcalfii","Passeriformes","Zosteropidae",14,14.3720258295294
"Zosterops meyeni","Lowland White-eye","Zosterops_meyeni","Passeriformes","Zosteropidae",10,12.8455736761913
"Zosterops minutus","Small Lifou White-eye","Zosterops_minutus","Passeriformes","Zosteropidae",10.57,12.9172819024418
"Zosterops modestus","Seychelles White-eye","Zosterops_modestus","Passeriformes","Zosteropidae",12.8,13.6155555736274
"Zosterops mouroniensis","Mount Karthala White-eye","Zosterops_mouroniensis","Passeriformes","Zosteropidae",9.9,13.356529588718
"Zosterops murphyi","Kolombangara White-eye","Zosterops_murphyi","Passeriformes","Zosteropidae",10.57,17.6724161057267
"Zosterops mysorensis","Biak White-eye","Zosterops_mysorensis","Passeriformes","Zosteropidae",9,10.9407336291391
"Zosterops natalis","Christmas White-eye","Zosterops_natalis","Passeriformes","Zosteropidae",9.97,14.3603560602348
