"Jetz_Name","Body_mass","Latitude_mean","Beak"
"Scytalopus_macropus",37.09,-8.33,17.6533256484661
"Scytalopus_magellanicus",13.67,-28.09,11.6569282487668
"Scytalopus_meridanus",20,NA,12.948140966706
"Scytalopus_micropterus",29.7,NA,16.6482202412095
"Scytalopus_novacapitalis",18.9,-18.07,11.515065989783
"Scytalopus_pachecoi",15.1,NA,11.4196614098269
"Scytalopus_panamensis",18.11,7.97,13.7297988851089
"Scytalopus_parkeri",21.26,NA,15.1571600452531
"Scytalopus_parvirostris",17.75,NA,12.265406544751
"Scytalopus_robbinsi",19.34,NA,10.7878498305567
"Scytalopus_rodriguezi",21.6,NA,13.7855384854972
"Scytalopus_sanctaemartae",18.11,NA,14.2506342131644
"Scytalopus_schulenbergi",16.1,NA,11.6651770070102
"Scytalopus_simonsi",16.62,NA,13.7775965471325
"Scytalopus_spillmanni",23.54,NA,14.8564814228339
"Scytalopus_stilesi",22.1,NA,14.8009723174386
"Scytalopus_superciliaris",17.8,-25.65,12.9225740867667
"Scytalopus_unicolor",17.62,-3.7,12.7912010672037
"Scytalopus_urubambae",13,NA,13.1612830365542
"Scytalopus_vicinior",23.04,1.83,14.0299817400053
"Scytalopus_zimmeri",15.9,NA,11.7747861475218
"Scythrops_novaehollandiae",683.99,-15.08,82.4688491879925
"Seiurus_aurocapilla",18.8,46.53,12.9312044160991
"Selasphorus_ardens",3.08,8.16,14.1749153522775
"Stellula_calliope",2.64,44.48,17.4354159401692
"Selasphorus_flammula",2.69,9.5,14.3829959628154
"Selasphorus_platycercus",3.54,30.94,20.9188588060439
"Selasphorus_rufus",3.5,51.08,20.780292394517
"Selasphorus_sasin",3.36,37.73,20.5533507420979
"Selasphorus_scintilla",2.2,9.4,14.4152200119309
"Selenidera_gouldii",180.9,-7.66,62.4545952874655
"Selenidera_reinwardtii",161.77,-5.94,60.4428372893948
"Selenidera_maculirostris",164,-22.52,55.4639364770109
"Selenidera_nattereri",158.4,1.11,57.0854203780267
"Selenidera_piperivora",147,2.13,70.647041027965
"Selenidera_spectabilis",219,9.88,90.7930570601633
"Seleucidis_melanoleucus",174.43,-5.19,66.3467457553838
"Semioptera_wallacii",148.34,0.38,41.8261807211822
"Semnornis_frantzii",57.3,9.33,19.3622348324861
"Semnornis_ramphastinus",97.7,1.95,22.692791846009
"Sephanoides_fernandensis",8.73,-33.77,22.1789551886078
"Sephanoides_sephaniodes",5.17,-43.82,22.5073707358707
"Sericornis_arfakianus",8.7,-6.56,12.0245537186973
"Sericornis_beccarii",11.88,-5.83,14.2475715579465
"Sericornis_citreogularis",17.6,-26.59,14.6808180991113
"Sericornis_frontalis",13.23,-30.77,13.7978823423795
"Sericornis_humilis",18.25,-41.67,15.0148150524124
"Sericornis_keri",11.38,-17.01,11.9871097515337
"Sericornis_magnirostra",9.8,-27.94,15.2932716468349
"Sericornis_nouhuysi",17.1,-7.03,15.2324199597817
"Sericornis_papuensis",11.2,-5.87,11.6308519183658
"Sericornis_perspicillatus",9,-6.98,14.951404992152
"Sericornis_rufescens",12,-1.51,12.188440065505
"Sericornis_spilodera",11.7,-6.71,13.4886201784534
"Sericossypha_albocristata",114,-2.06,25.1876955122817
"Sericulus_aureus",172,-5.93,25.331920836311
"Sericulus_bakeri",176.46,-4.92,29.0160735385027
"Sericulus_chrysocephalus",99.49,-27.47,29.8410194977986
"Serilophus_lunatus",34,14.66,15.7442860572133
"Serinus_alario",12.2,-29.52,10.5384703115877
"Serinus_canaria",24.3,48.52,12.12967246569
"Serinus_canicollis",15.2,-15.47,11.1690537928342
"Serinus_flavivertex",14,NA,12.1535456264839
"Serinus_nigriceps",15.37,10.16,11.825864728447
"Serinus_pusillus",11.54,37.21,10.1479633773068
"Serinus_serinus",11.2,43.31,9.0308116148107
"Serinus_syriacus",11.7,32.11,10.3920073818956
"Serpophaga_cinerea",8.3,-2.42,10.131442411307
"Serpophaga_hypoleuca",6.07,-3.36,10.959511899557
"Serpophaga_nigricans",8.5,-27.18,12.8876673453487
"Serpophaga_subcristata",6.6,-25.48,10.3265725631772
"Caprimulgus_heterurus",37,NA,16.2794844037853
"Caprimulgus_maculosus",57.51,4.92,18.5087747149635
"Caprimulgus_parvulus",37,-15.7,14.0501277633642
"Caprimulgus_whitelyi",47,4.87,17.4197558377908
"Dendroica_adelaidae",6.94,17.07,11.9084274213109
"Parula_americana",7.84,39.79,11.5586991763828
"Dendroica_angelae",7.7,18.46,11.9064744038042
"Dendroica_coronata",11.94,51.89,14.2732540893834
"Dendroica_caerulescens",10.14,44.53,12.6694610733483
"Dendroica_castanea",11.8,51.84,12.7756537630538
"Dendroica_cerulea",9.04,40.21,14.27763484977
"Dendroica_chrysoparia",9.9,30.78,13.3253829056397
"Wilsonia_citrina",10.54,36.25,13.4453124807459
"Dendroica_delicata",7.4,NA,12.0082538030071
"Dendroica_discolor",7.64,36.1,11.4637553300507
"Dendroica_dominica",9.69,34.37,15.3063746457757
"Dendroica_fusca",9.74,46.64,11.2688495415898
"Dendroica_graciae",8.1,26.14,14.0678537543491
"Parula_pitiayumi",6.82,-8.93,NA
"Dendroica_kirtlandii",13.94,44.63,13.6571090776008
"Dendroica_magnolia",8.14,51.16,10.5634440564396
"Dendroica_nigrescens",8.7,39.98,11.96839439521
"Dendroica_occidentalis",10.4,41.4,12.8374676461931
"Dendroica_palmarum",10.3,52.55,13.3407795409065
"Dendroica_pensylvanica",9.29,46.72,10.6016460275929
"Dendroica_petechia",10.22,44.5,11.1800578240917
"Dendroica_pharetra",9.9,18.38,13.7143114219083
"Dendroica_pinus",11.79,37.64,13.6778857624624
"Dendroica_pityophila",8,22.54,12.4401196956169
"Dendroica_plumbea",10.1,15.7,13.9591378238983
"Setophaga_ruticilla",8.24,46.83,10.5705014996524
"Dendroica_striata",11.84,57.4,13.8422476751042
"Dendroica_subita",7.6,NA,12.2931351792067
"Dendroica_tigrina",10.04,52.06,12.7866187410764
"Dendroica_townsendi",8.84,54.78,12.5774235399587
"Dendroica_virens",8.69,48.21,12.9203104613349
"Dendroica_vitellina",6.7,19.06,12.7361789316552
"Setornis_criniger",29.5,0.45,24.2495470679272
"Sheppardia_aequatorialis",16.8,-0.67,13.0295870490838
"Sheppardia_aurantiithorax",17.1,NA,14.4553358142264
"Sheppardia_bocagei",18.3,-10.49,15.6401036922354
"Sheppardia_cyornithopsis",18.36,2.2,14.2932920879573
"Sheppardia_gabela",11,-10.8,12.1196242004167
"Sheppardia_gunningi",17.33,-8.98,14.4784637949685
"Sheppardia_lowei",18.4,-8.5,15.2628776714485
"Sheppardia_montana",21.8,-4.54,15.883043906281
"Cossypha_polioptera",18.71,1.74,16.8011437776149
"Sheppardia_sharpei",14.7,-7.6,13.8023756525165
"Myiomela_albiventris",38.46,NA,16.1859195630848
"Myiomela_major",38.46,NA,17.0147894657105
"Sialia_currucoides",29.6,48.89,15.9354278843701
"Sialia_mexicana",26.44,35.31,15.2799821068626
"Sialia_sialis",27.5,36.57,15.3097479911521
"Actinodura_morrisoniana",23.97,23.73,16.6202339847554
"Actinodura_nipalensis",43.87,28.36,20.8562656358667
"Actinodura_souliei",39.34,26.49,20.4518000006676
"Actinodura_waldeni",46.73,26.14,20.8094955686275
"Anas_formosa",433.98,60.6,38.0894223621041
"Sicalis_auriventris",55,-29.87,13.4198538174126
"Sicalis_citrina",11.6,-11.36,10.0997859069519
"Sicalis_columbiana",13.4,-3.03,13.2515567666553
"Sicalis_flaveola",16.89,-14.6,10.8065139684365
"Sicalis_lebruni",25.3,-46.19,13.1905729117971
"Sicalis_lutea",14.53,-18.85,13.6767614177614
"Sicalis_luteocephala",16.25,-19.5,13.8814911560137
"Sicalis_luteola",15.9,5.36,8.95942994465306
"Sicalis_olivascens",21.8,-20.84,NA
"Sicalis_raimondii",15.8,-13.14,12.4528996868486
"Sicalis_taczanowskii",7.99,-4.97,13.5554884156585
"Sicalis_uropygialis",22.5,-17.56,12.5474135711659
"Ochthoeca_diadema",11.5,4.06,13.0805722799843
"Ochthoeca_frontalis",9.99,-6.11,9.33207631713088
"Ochthoeca_jelskii",11.6,-7.61,12.597011020733
"Ochthoeca_pulchella",12,-12.22,13.8852343700112
"Paradoxornis_alphonsianus",20.73,28.64,8.74647821923718
"Paradoxornis_brunneus",20.73,22.62,8.39815539023839
"Paradoxornis_conspicillatus",20.73,32.87,8.91821772505529
"Paradoxornis_przewalskii",20.73,34.12,NA
"Paradoxornis_webbianus",10.9,33.52,9.01069640012644
"Paradoxornis_zappeyi",20.73,28.4,7.89429232180118
"Siphonorhis_brewsteri",51,18.95,14.5373033022974
"Myrmeciza_berlepschi",29.75,3.33,21.4703932693135
"Myrmeciza_laemosticta",25,8.17,18.2728527482599
"Myrmeciza_nigricauda",24,1.84,19.1039666608907
"Sipodotus_wallacii",7.7,-7.35,17.2644482586851
"Siptornis_striaticollis",13,-1.35,11.8374920438975
"Sirystes_sibilator",32.3,-9.58,24.481747635128
"Sirystes_albogriseus",31.8,NA,20.1300664660987
"Sitta_europaea",20.37,50.8,19.7772292435596
"Sitta_azurea",16.27,-1.77,14.8787328949237
"Sitta_canadensis",9.8,48.83,13.6300170230102
"Sitta_carolinensis",21,39.64,19.2860495839659
"Sitta_cashmirensis",19,32.56,18.9568204521183
"Sitta_castanea",19.62,22.33,18.8267241409738
"Sitta_formosa",16.27,24.42,21.5287110363506
"Sitta_frontalis",16.5,13.13,14.7044572799187
"Sitta_himalayensis",14.28,26.92,15.7507761833798
"Sitta_pusilla",10.2,32.26,NA
"Sitta_krueperi",12.4,39.73,17.2517714401223
"Sitta_ledanti",17.2,36.38,21.0909118846524
"Sitta_leucopsis",14.77,32.78,18.645733171558
"Sitta_magna",41.13,23.01,28.7930872215889
"Sitta_nagaensis",14.7,24.88,17.7190481026676
"Sitta_neumayer",26.5,38.47,22.7850371202528
"Sitta_oenochlamys",16.4,11.69,16.0991722024828
"Sitta_pygmaea",10.6,36.44,14.3868048105035
"Sitta_solangiae",14.96,18.23,15.4360741691012
"Sitta_tephronota",35.2,35.4,23.5504558118042
"Sitta_victoriae",16.27,21.27,13.4677332306281
"Sitta_villosa",9.38,38.62,15.4135397428479
"Sitta_whiteheadi",11.8,42.21,17.0674960842319
"Sitta_yunnanensis",9.87,26.87,15.1220923025962
"Sittasomus_griseicapillus",13.12,-7.06,15.2049374144299
"Parus_varius",17,36.35,NA
"Parus_semilarvatus",18,11.41,12.125728400005
"Minla_cyanouroptera",17,22.15,14.6416123191509
"Smicrornis_brevirostris",5.3,-25.3,8.37936760494486
"Smithornis_capensis",23.2,-8.54,15.4545044886732
"Smithornis_rufolateralis",19.04,1.48,14.3947168169877
"Smithornis_sharpei",37.5,2.05,17.7657085224129
"Rhinoptilus_africanus",87.5,-10.98,16.151523850942
"Snowornis_cryptolophus",73.6,-3.09,24.2798266723286
"Snowornis_subalaris",81.2,-3.71,25.1163555431645
"Somateria_fischeri",1557.16,67.57,45.6693908323999
"Somateria_mollissima",2060.93,64.01,62.1024224142171
"Somateria_spectabilis",1616.71,71.84,41.792283901958
"Spartonoica_maluroides",11,-34.66,13.6356384397073
"Anas_clypeata",612.56,54.6,68.558430617461
"Anas_cyanoptera",377.45,4.46,50.5196109009014
"Anas_discors",359.44,45.16,47.6339774194958
"Anas_hottentota",276.36,-9.14,35.6005311058592
"Anas_platalea",465.43,-35.05,65.1593160617631
"Anas_puna",595.21,-17.5,48.543013926642
"Anas_querquedula",325.6,52.18,38.7543904051503
"Anas_rhynchotis",638.96,-30.58,63.4884460205212
"Anas_smithii",591.46,-24.7,63.8765047948342
"Anas_versicolor",595.21,-37.04,41.2679983714335
"Speculanas_specularis",1496.07,-45.37,52.4483257416934
"Speculipastor_bicolor",64.16,5.72,18.3202471786318
"Spelaeornis_badeigularis",6,28.09,10.2525957135949
"Spelaeornis_caudatus",11,27.85,11.5749710869044
"Spelaeornis_chocolatinus",11.83,25.41,12.9546090059876
"Spelaeornis_kinneari",11.83,NA,11.8918821685482
"Spelaeornis_longicaudatus",12,25.38,12.7367652044632
"Spelaeornis_oatesi",11.83,NA,11.6324816198554
"Spelaeornis_reptatus",11.83,NA,12.4218691670801
"Spelaeornis_troglodytoides",7,29.35,11.0538692509159
"Lonchura_bicolor",9.9,1.39,10.7997571659797
"Lonchura_cucullata",8.99,-3.08,9.53849729252048
"Lonchura_fringilloides",16.8,-4.31,17.1342128464505
"Spermophaga_haematina",23,3.24,16.9048931175936
"Spermophaga_poliogenys",19.8,0.57,15.6897231385112
"Spermophaga_ruficapilla",23.6,-1.27,16.0824656305602
"Sphecotheres_hypoleucus",81,-7.71,23.2973808065057
"Sphecotheres_vieilloti",108,NA,26.0895497303996
"Sphecotheres_viridis",121.04,-18.98,23.0199393075518
"Spheniscus_demersus",3130.11,-32.3,61.7281483851317
"Spheniscus_humboldti",4366.39,-22.52,64.0852797419224
"Spheniscus_magellanicus",4105.1,-48.01,60.4939696277604
"Spheniscus_mendiculus",1921.86,-0.53,63.8409522790462
"Sphenoeacus_afer",30.4,-27.82,17.4670936628785
"Hemispingus_frontalis",17,-0.2,16.0530149428048
"Hemispingus_melanotis",16,-6.15,15.5636699898285
"Hemispingus_ochraceus",14.5,NA,15.5651532515418
"Hemispingus_piurae",14.5,NA,15.1525641764048
"Sphyrapicus_nuchalis",48.49,42.81,21.2477808793075
"Sphyrapicus_ruber",54.79,49.73,26.083133057598
"Sphyrapicus_thyroideus",47.6,40.56,25.3856869750191
"Sphyrapicus_varius",50.3,51.75,23.9026989733342
"Stigmatopelia_chinensis",159,17.49,19.7006938932424
"Stigmatopelia_senegalensis",82.13,11.59,17.5878035575227
"Spiloptila_clamans",7,15.11,11.5516767391115
"Spilornis_cheela",597.74,15.55,44.6669708975162
"Spilornis_elgini",895,12.06,37.4036108247824
"Spilornis_holospilus",705,11.72,37.0494112967397
"Spilornis_kinabaluensis",938.66,4.03,34.5622100868728
"Spilornis_klossi",938.66,NA,38.6147926932387
"Spilornis_rufipectus",938.66,-2.09,35.1206839635987
"Spindalis_dominicensis",29.4,NA,13.1383756893538
"Spindalis_nigricephala",45.05,NA,17.5663768153843
"Spindalis_portoricensis",32.12,NA,15.5112139058299
"Spindalis_zena",25.36,21.46,14.6156531378686
"Carduelis_atrata",16.04,-21.26,10.2849821950756
"Carduelis_atriceps",13.46,15.81,13.5899458809625
"Carduelis_barbata",15.5,-43.52,12.1795912100486
"Carduelis_crassirostris",19,-22.88,14.4678628989961
"Carduelis_cucullata",9.8,11.29,10.5703300226107
"Carduelis_dominicensis",12.6,18.66,11.8640757548623
"Carduelis_lawrencei",10.94,35.69,10.5631091740411
"Carduelis_magellanica",13.6,-20.1,10.9795588211007
"Carduelis_notata",10.9,19.27,13.1640573422089
"Carduelis_olivacea",15.38,-9.94,10.0420389356818
"Carduelis_pinus",12.7,47.64,13.9953530010562
"Carduelis_psaltria",8.77,26.33,10.4504035222031
"Carduelis_siemiradzkii",15.38,-2.58,10.9801536938602
"Carduelis_spinescens",11.3,5.78,14.1141750195296
"Carduelis_spinus",13.24,52.52,12.8376983530037
"Serinus_thibetanus",10.48,33.55,11.6570631833281
"Carduelis_tristis",12.79,44.15,11.6759540349301
"Carduelis_uropygialis",14,-30.75,11.9722277580872
"Carduelis_xanthogastra",12.7,0.1,10.2291743775066
"Carduelis_yarrellii",15.38,-7.98,10.9841215520632
"Spiza_americana",26.18,39.77,15.0889484736528
"Spizaetus_isidori",3087,-4.72,51.4170202210993
"Spizaetus_melanoleucus",850,-4.33,41.2005936933514
"Spizaetus_ornatus",1197.4,-4.92,38.3528348626719
"Spizaetus_tyrannus",1007.11,-3.66,41.9599026022777
"Spizella_atrogularis",11.3,30.49,10.1862057706974
"Spizella_breweri",10.9,42.77,12.0647933387477
"Spizella_pallida",11.2,50.85,9.74164227371645
"Spizella_passerina",12.2,43.88,13.2051501173675
"Spizella_pusilla",12.5,39.36,9.96427931482513
"Spizella_wortheni",12.38,23.76,10.5652961041778
"Spiziapteryx_circumcincta",166.24,-29.93,20.0872158449609
"Spizixos_canifrons",44,23.47,13.9398882878013
"Spizixos_semitorques",39,28.54,14.1878777149133
"Spizocorys_conirostris",14.3,-23.36,10.6291628137603
"Pseudalaemon_fremantlii",23.39,4.65,19.0200003225897
"Spizocorys_fringillaris",19.15,-26.73,11.2613272981253
"Spizocorys_obbiensis",13.49,3.17,12.6328251449158
"Spizocorys_personata",19.7,3.49,14.4899668235797
"Spizocorys_sclateri",19,-28.91,12.4978924413212
"Eremalauda_starki",18.5,-23.84,12.8733849996794
"Sturnus_cineraceus",83,43.24,29.0512556404807
"Sturnus_sericeus",81.72,27.03,27.1186230593584
"Haplospiza_rustica",15.6,2.33,10.7284994279809
"Thraupis_cyanocephala",36,-1.76,16.1804023077012
"Sporophila_albogularis",9.7,-8.66,10.4321453466513
"Sporophila_americana",12,2.6,10.0267503787438
"Oryzoborus_angolensis",13,-6.12,12.8999270689309
"Sporophila_ardesiaca",10.9,-12.61,10.8989412989467
"Oryzoborus_atrirostris",26,-6.64,18.7058263789862
"Sporophila_plumbea",9.7,-10.61,NA
"Sporophila_bouvreuil",8.6,-15.64,8.13621558539065
"Sporophila_bouvronides",9.1,7.88,9.45354664555006
"Sporophila_caerulescens",9.73,-24.3,9.79598530377261
"Sporophila_castaneiventris",7.8,-3.52,10.3404349427074
"Sporophila_cinnamomea",8.9,-30.48,8.62856449129991
"Sporophila_collaris",13.49,-21.85,12.2180929078143
"Sporophila_corvina",10.62,NA,9.54180505334065
"Oryzoborus_crassirostris",20.9,2.41,14.9355037805313
"Sporophila_falcirostris",10.77,-21.78,10.6039642790332
"Dolospingus_fringilloides",12.69,1.19,14.5488626530021
"Sporophila_frontalis",10.77,-25.4,14.4247288516052
"Oryzoborus_funereus",13,NA,12.8704993159976
"Sporophila_hypochroma",9.7,-28.54,9.37654164321721
"Sporophila_hypoxantha",9.5,-22.52,9.93122648479417
"Sporophila_intermedia",12.1,6.91,10.1962084290608
"Sporophila_leucoptera",15.5,-15.64,12.1257918605115
"Sporophila_lineola",9.8,-15.98,8.80054962473107
"Sporophila_luctuosa",12.5,-3.92,8.53403874672949
"Oryzoborus_maximiliani",24.6,-13.35,17.5216260784864
"Sporophila_melanogaster",9.3,-27.57,9.71803553742357
"Sporophila_minuta",7.8,6.4,9.66191361956725
"Sporophila_torqueola",8.7,17.86,8.79039950771571
"Sporophila_murallae",10.77,NA,11.9712930756994
"Sporophila_nigricollis",9.6,3.47,9.35523033822947
"Sporophila_nigrorufa",10.77,-16.36,8.18619215801358
"Oryzoborus_nuttingi",24,11.67,18.7938377160152
"Sporophila_palustris",8.21,-30.82,8.35848871204071
"Sporophila_peruviana",12.6,-6.75,12.7988023735862
"Sporophila_ruficollis",8.6,-27.13,9.14585356089287
"Sporophila_schistacea",12.7,-0.89,13.3792393966224
"Sporophila_simplex",28,-8.05,11.4316448776517
"Sporophila_telasco",9.6,-7.59,10.587717661541
"Sporopipes_frontalis",17.3,10.66,12.4591927298158
"Sporopipes_squamifrons",12.3,-23.22,11.5380123746879
"Stachyris_grammiceps",15.96,-7.25,14.0408511735965
"Stachyris_herberti",15.96,17.17,19.5007289292291
"Sphenocichla_humei",34.1,26.96,25.1360320074949
"Stachyris_leucotis",23.7,1.28,17.7414364141878
"Stachyris_maculata",29.2,1.26,21.2790372435022
"Stachyris_nigriceps",15.8,11.67,16.5824659870472
"Stachyris_nigricollis",26.2,1.19,19.7993186296001
"Stachyris_nonggangensis",35.5,NA,NA
"Stachyris_oglei",33,27.45,20.5629512723535
"Stachyris_poliocephala",23.32,1.31,18.4581603851058
"Sphenocichla_roberti",34.1,NA,26.6922560396604
"Stachyris_striolata",15.96,14.91,17.7640829256736
"Stachyris_thoracica",15.96,-7.25,21.8908400635887
"Stactolaema_anchietae",47.3,-10.46,18.1991886977758
"Stactolaema_leucotis",54.9,-14.72,20.8568796722684
"Stactolaema_whytii",55.6,-12.05,17.5183024280034
"Stagonopleura_bella",14,-38.35,11.5920200320892
"Stagonopleura_guttata",17.6,-33.04,11.1937512220535
"Stagonopleura_oculata",12.9,-33.61,11.4414788784217
"Starnoenas_cyanocephala",219,21.31,22.342563425377
"Steatornis_caripensis",408,0.47,36.2133261555322
"Steganopus_tricolor",59.39,47.86,26.8097280958071
"Andropadus_gracilirostris",31.24,1.05,19.2044543449467
"Stelgidopteryx_serripennis",15.69,37.94,NA
"Stelgidopteryx_ruficollis",16.1,-8.18,10.6366359578539
"Stenostira_scita",5.9,-31.88,12.0743897908367
"Stephanoaetus_coronatus",3640,-2.92,53.2207268637195
"Stephanophorus_diadematus",35.4,-28.45,14.1744481849466
"Stephanoxis_lalandi",4,-25.13,13.6601969976446
"Stercorarius_longicaudus",287.9,68.66,32.5417942185009
"Stercorarius_parasiticus",444.31,66.97,35.9168700622134
"Stercorarius_pomarinus",692.47,69.97,45.3039426022992
"Sterna_acuticauda",166.12,21.99,41.1074633729178
"Sterna_aurantia",166.12,21.46,43.4154669121802
"Sterna_dougallii",112,-2.65,45.1857746044248
"Sterna_forsteri",149,44.28,45.7046391990855
"Sterna_hirundinacea",188,-32.38,49.6347002653312
"Sterna_hirundo",129.15,51.15,44.2098493382382
"Sterna_paradisaea",110,65.96,38.0535041368045
"Sterna_repressa",90,17.52,40.1309664865732
"Sterna_striata",129,-41.24,51.2451078602336
"Sterna_sumatrana",106,-7.86,38.6383698147722
"Sterna_trudeaui",153,-35.03,47.3894918750208
"Sterna_virgata",126,-47.77,33.437651255725
"Sterna_vittata",139,-51.56,38.8016098252404
"Sternoclyta_cyanopectus",8,9.35,33.9654996987879
"Sterna_albifrons",57,31.97,33.2757292344011
"Sterna_antillarum",45.86,27.66,29.0683318165131
"Sterna_balaenarum",60,-21.83,32.9254085005633
"Sterna_lorata",53.8,-12.9,34.7065536451526
"Sterna_nereis",72.3,-32.47,35.4840870930161
"Sterna_saundersi",42.3,20.59,30.818952743385
"Sterna_superciliaris",46.4,-8.99,37.7512210659217
"Stachyris_capitalis",14.9,7.78,14.8076529961271
"Stachyris_dennistouni",15.7,16.29,16.0766933663283
"Stachyris_nigrocapitata",14.1,11.98,14.743161334885
"Stictonetta_naevosa",903.27,-29.77,58.683024846727
"Stigmatura_napensis",9.77,-5.98,12.0422893730202
"Stigmatura_budytoides",11.08,-29.15,11.5287863156233
"Stiltia_isabella",65.5,-22.71,19.3536233253758
"Stiphrornis_erythrothorax",15.6,2.92,14.451646734653
"Stipiturus_malachurus",7.3,-35.18,12.4013405319264
"Stipiturus_mallee",5.5,-35.19,10.6249810131267
"Stipiturus_ruficeps",5,-23.22,9.87268069517799
"Stizorhina_finschi",36.99,6.14,15.0275583629366
"Stizorhina_fraseri",35.7,-2.42,16.7620122614821
"Lichenostomus_flavus",21.4,-17.07,21.2868511067834
"Lichenostomus_unicolor",30.7,-16.43,25.1459980321117
"Strepera_fuliginosa",375.46,-41.67,68.3387582540475
"Strepera_graculina",298.86,-27.12,58.6680090203639
"Strepera_versicolor",395.47,-33.22,65.6294903541915
"Streptocitta_albertinae",248,5.53,30.2932012764737
"Streptocitta_albicollis",248,-1.72,27.1106914551968
"Streptopelia_bitorquata",153,3.56,21.5811268182024
"Streptopelia_capicola",142,-10.48,20.7225807469338
"Streptopelia_decaocto",148.96,42.29,20.5289895976392
"Streptopelia_decipiens",134,3.92,22.0213284989891
"Streptopelia_hypopyrrha",162,9.38,20.1036484679712
"Streptopelia_lugens",155,4.67,20.5710546049533
"Streptopelia_orientalis",232.94,38.86,22.0560487008598
"Streptopelia_reichenowi",119,3.49,17.657770012971
"Streptopelia_roseogrisea",155,16.23,19.8251497807745
"Streptopelia_semitorquata",176,-2.22,22.3074817659499
"Streptopelia_tranquebarica",103,25.22,15.8457505035755
"Streptopelia_turtur",132,42.55,22.0347659956291
"Streptopelia_vinacea",110,10.45,16.2045034118742
"Streptoprocne_biscutata",95.81,-17.91,12.5636380643452
"Streptoprocne_phelpsi",21.8,3.49,7.02283277055249
"Streptoprocne_rutila",20.2,6.26,6.69953439183347
"Streptoprocne_semicollaris",175,22.35,16.5694102649577
"Streptoprocne_zonaris",86.79,-5.7,13.8556987950075
"Stresemannia_bougainvillei",36.2,-6.29,29.7413122923113
"Strigops_habroptila",1732.05,-43.59,48.765316206885
"Strix_aluco",472.46,42.12,30.5216179311369
"Strix_butleri",219,24.41,27.5996956854593
"Strix_chacoensis",330,NA,33.0887531491928
"Strix_fulvescens",559.09,15.29,36.5977873024065
"Strix_hylophila",345.38,-25.54,27.544163428992
"Strix_leptogrammica",970,16,42.3620530802831
"Strix_nebulosa",1061.89,57.95,44.1366351845004
"Strix_occidentalis",586.37,34.69,37.001481780177
"Strix_ocellata",559.09,21.73,37.6958484898172
"Strix_rufipes",380,-35.93,33.0839351794682
"Strix_seloputo",1011,10.69,42.2338061286602
"Strix_uralensis",780.56,54.67,38.2870428762641
"Strix_varia",711.49,42.32,39.1482538238168
"Strix_woodfordii",350,-5.9,31.7881465347057
"Struthidea_cinerea",132,-25.27,24.1538414964806
"Struthio_camelus",111000,3.8,85.3646391205955
"Sturnella_magna",91.76,23.24,31.1072091856975
"Sturnella_neglecta",100.06,41.94,33.9893450688347
"Sturnus_erythropygius",81.72,10.35,24.4200162684303
"Sturnus_malabaricus",39.6,20.31,22.7221851427518
"Sturnus_pagodarum",48.9,22.6,19.6583685901947
"Sturnus_sinensis",61,23.47,20.8129618223966
"Sturnus_albofrontatus",81.72,7.05,25.0873645177111
"Sturnus_unicolor",83.66,37.72,28.8950342473537
"Sturnus_vulgaris",77.14,46.22,30.2016786968987
"Sublegatus_arenarum",12.3,8.24,12.2152486504056
"Sublegatus_modestus",14,-18.55,9.66964578048699
"Sublegatus_obscurior",16,-1.14,12.0206711084936
"Certhionyx_niger",9.9,-26.21,18.2502494273372
"Suiriri_suiriri",14.53,-28.52,14.4522929567078
"Sula_dactylatra",1732.08,-5.56,95.6578427863307
"Sula_granti",1732.08,NA,102.393484775815
"Sula_leucogaster",1288.82,-4.27,101.380933005808
"Sula_nebouxii",1520.09,-1.97,100.25845824128
"Sula_sula",1031.1,-4.73,79.5707601143382
"Sula_variegata",1432.48,-17.31,89.1974788265787
"Surnia_ulula",319.9,58.24,23.1580780884624
"Surniculus_lugubris",29.7,13.42,23.2437014783733
"Surniculus_velutinus",35.61,NA,22.3916804706883
"Paradoxornis_fulvifrons",6.4,28.94,7.60785195333883
"Paradoxornis_nipalensis",5.47,23.12,7.16670089847036
"Paradoxornis_verreauxi",6,27.09,6.33258073676564
"Swynnertonia_swynnertoni",16.04,-14.53,15.1573775570858
"Pseudoalcippe_abyssinica",18.8,-0.34,15.0306235588381
"Sylvia_atricapilla",16.7,50.18,15.0083477033605
"Sylvia_sarda",9.8,40.03,12.8216042976361
"Sylvia_boehmi",14,0.55,11.9721610477287
"Sylvia_borin",18.2,53.97,15.0815128845427
"Sylvia_buryi",22,16.84,17.8627727006171
"Sylvia_cantillans",9.6,39.21,11.9337651125342
"Sylvia_communis",15.1,49.27,13.7373052584589
"Sylvia_conspicillata",9,35.19,11.5125258795992
"Sylvia_hortensis",21.9,37.17,18.8577713466436
"Sylvia_curruca",11.44,52.64,12.0088806270771
"Sylvia_nana",8.7,40.72,10.5371793064754
"Sylvia_deserticola",8.58,33.33,11.1158766042441
"Horizorhinus_dohrni",19.33,1.51,16.4919821723644
"Sylvia_layardi",14.3,-28.94,12.9750720153749
"Sylvia_leucomelaena",13.9,17.1,14.0930389011893
"Sylvia_lugens",14.9,2.06,13.1558320088107
"Sylvia_melanocephala",11.7,37.76,13.6724915640801
"Sylvia_melanothorax",11.4,35.36,12.5581366381794
"Sylvia_mystacea",9.9,38.4,12.2042337358836
"Lioptilus_nigricapillus",29.64,-29.58,15.1587524788883
